"product_name,price,Ratings,Features,pagenum,Originalprice,Discount,Review",,,,
"Kinsco Aqua Punch Pro Max 21 L With ISI Mark Ro+Uv+Uf+Tds Adjuster 21 L RO + UV + UF + TDS + ALK + Cop...,""₹4,385"",4.1,""Electrical & StorageFiltration Capacity: 15 L/hrwarranty on Moter/Smps available from Manufacturer. But Installation amount will be paid by customer 500-700/- . If any problem during warranty period, then buyer will courier to Manufacturer or service center address after that Manufacturer will replace MOTER/SMPS (Manufacturer will courier parts and it will get delivered to customer's address within maximum 4-6 days (working days) and every visit will be chargeable after the installation (RS400/- to 500/-) All service will be chargeable.For more info call 1800-212-6766 (Monday to Saturday) 10.00 a.m to 6.00 p.m."",1,""₹20,000"",78% off,""37,950 Ratings & 5,446 Reviews""",,,,
"Aquaguard Sure Delight Aquasaver ROUVUF2X 6 L RO + UV + UF Water Purifier 2-year filter life | With Me...,""₹12,499"",4.3,Electrical & StorageFiltration Capacity: 20 L/hr1 Year Manufacturer Domestic Warranty,1,""₹26,500"",52% off,""17,374 Ratings & 1,685 Reviews""",,,,
"Aquaguard Ritz Pro 2X Life, WiFi-enabled, Smart IoT, 9-Stage, Stainless Steel Tank 5 L RO + UV + Coppe...,""₹17,499"",4.2,Electrical & StorageFiltration Capacity: 15 L/hr2 Years Warranty,1,""₹32,000"",45% off,""2,307 Ratings & 242 Reviews""",,,,
"Aquaguard ENRICH AURA RO_UV 2X 7 L RO + UV + Copper Water Purifier Needs No Service for 2 Years (Filte...,""₹12,999"",4.3,Electrical & Storage2 Years warranty,1,""₹29,000"",55% off,""18,725 Ratings & 1,848 Reviews""",,,,
"Aquaguard Sure Delight RO+UV 1X 6 L RO + UV Water Purifier | 5-Stage Purification | Suitable for all -...,""₹7,999"",4.3,""Electrical & Storage1 year comprehensive warranty on all parts excluding consumables, technical visit if applicablewill be charged to customer"",1,""₹14,000"",42% off,""20,396 Ratings & 2,143 Reviews""",,,,
"LIVPURE Liv-Allura Premia 7 L RO + UV + UF + Copper Water Purifier |NO SERVICE COST FOR 2.5 YEARS |10 ...,""₹15,490"",4.2,""Electrical & StorageFiltration Capacity: 20 L/hr2.5-Years Unconditional Warranty- Including all filters, membranes & electrical part changes are covered at zero service cost."",1,""₹25,990"",40% off,""28,561 Ratings & 2,722 Reviews""",,,,
"Royal Aquafresh Omega RAF Opel Copper 18 L RO + UV + UF + TDS Water Purifier with Prefilter,""₹3,370"",4,""Electrical & StorageFiltration Capacity: 10 L/hrWarranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation  Ã¢?Â¢ All service will chargeable."",1,""₹16,500"",79% off,""2,810 Ratings & 342 Reviews""",,,,
"LIVPURE LIV-PEP-PRO-STAR-BLACK 7 L RO + UV + UF + Minerals Water Purifier,""₹7,499"",4.2,Electrical & Storage1 Year Manufacturer Domestic Warranty,1,""₹16,490"",54% off,""99,690 Ratings & 13,900 Reviews""",,,,
"Atomberg Intellon 8 L RO + UV + UF + Alkaliser Water Purifier India's 1st Adaptive 4 Modes TDS-Based F...,""₹17,999"",4.5,""Electrical & StorageFiltration Capacity: 25 L/hr2 Years  No Questions Asked Warranty On All Parts And Filters Post Warranty - No AMC, Pay Only For What Needs Servicing."",1,""₹25,999"",30% off,""2,477 Ratings & 348 Reviews""",,,,
"Aquagrand Skyland Combo | 1 Year Warranty | Copper and Alkaline Vitamin B12 | 18 L RO + UF + TDS + ALK...,""₹3,709"",3.9,Electrical & StorageFiltration Capacity: 18 L/hr1 year Domestic Warranty On SMPS(Power supply) And Pump(Moter) Only,2,""₹17,500"",78% off,""24,827 Ratings & 3,526 Reviews""",,,,
"LIVPURE LIV-PEP-PRO-PLUS+ BLACK 7 L RO + UV + UF Water Purifier Suitable for all - Borewell, Tanker, M...,""₹7,499"",4.2,Electrical & StorageFiltration Capacity: 15 L/hr1 Year Manufacturer Domestic Warranty,2,""₹15,500"",51% off,""99,690 Ratings & 13,900 Reviews""",,,,
"NATIVE By Urban Company M1 Copper | Needs no service for 2 years | 10-stage Purifier 8 L RO + UV + Min...,""₹14,999"",4.5,Electrical & Storage2 year unconditional warranty on all spare parts including filters & membranes at zero service cost,2,""₹20,999"",28% off,""10,672 Ratings & 1,014 Reviews""",,,,
"LIVPURE LIV-ETERNA-PREMIA 7 L RO + UF + UV + Copper + Alkaline + Mineralizer Water Purifier | NO SERVI...,""₹11,999"",4.2,""Electrical & Storage2 Years Unconditional Warranty, Including all filters, membranes & electrical part changes covered at zero service cost."",2,""₹26,990"",55% off,""99,690 Ratings & 13,900 Reviews""",,,,
"Kenstar EvoPure 7 L RO + UV + Alkaline Water Purifier Needs no service for 2 years,""₹5,431"",4.1,""Electrical & StorageFiltration Capacity: 7 L/hr2-year unconditional warranty covers all filters, membranes & electrical part changes at zero service cost.Only every visit will charge Rs 300/-"",2,""₹16,500"",67% off,""30,816 Ratings & 2,829 Reviews""",,,,
"AquaDart 50 LPH Commercial  Water Purifier Plant With TDS Adjuster 50 L RO Water Purifier,""₹10,713"",4,""Electrical & Non - StorageFiltration Capacity: 50 L/hr1 Year Warrenty On All Electric Parts I.e Booster Pump & SMPS , Warranty Service : Replacement Of Defective Part. For Any Query Related Warranty service. Please Call On - 9644243444"",2,""₹29,999"",64% off,47 Ratings & 1 Reviews",,,,
"Always Dellpure Zinc Copper 9 Stage Purification Water purifier With LED INDICATOR 12 L RO + UV + UF +...,""₹3,521"",4,Electrical & StorageFiltration Capacity: 14 L/hr1-year domestic warranty on All electronics part including Moter/Smps available from Manufacturer. But Installation amount will be paid by customer after the installation  All service will be chargeable. for claim warranty call 1800123168168 toll free .,2,""₹16,500"",78% off,""10,659 Ratings & 3,644 Reviews""",,,,
"NATIVE By Urban Company M2 Pro 8 L RO + UV + Minerals + Alkaline Water Purifier 10-Stage Smart Water P...,""₹18,999"",4.5,Electrical & StorageFiltration Capacity: 25 L/hr2 years unconditional warranty on all spare parts including filters & membranes at zero service cost,2,""₹26,999"",29% off,""5,475 Ratings & 550 Reviews""",,,,
"KENT ACE Copper 8 L RO + UV + UF + Copper + TDS Control + UV LED Water Purifier Advanced ROTech for Sa...,""₹12,799"",4.4,Electrical & Storage1 Year Warranty Provided by the Manufacturer from Date of Purchase,2,""₹24,500"",47% off,""90,975 Ratings & 8,087 Reviews""",,,,
"LIVPURE PEP-STAR 7 L RO + UF + UV + Copper + Alkaline Water Purifier,""₹8,999"",4.2,Electrical & StorageFiltration Capacity: 15 L/hr1 Year Manufacturer Domestic Warranty,2,""₹18,490"",51% off,""99,690 Ratings & 13,900 Reviews""",,,,
"KENT Ace Lite 8 L RO + UF + TDS Water Purifier Suitable for all - Borewell, Tanker, Municipality Water,""₹8,399"",4.4,Electrical & Storage1 Year Warranty Provided by the Manufacturer from Date of Purchase,2,""₹19,000"",55% off,""90,975 Ratings & 8,087 Reviews""",,,,
"Kenstar Ecopure 7 L RO + UF + UV + Copper + Alkaline Water Purifier Kenstar Ecopure 7 L RO + UF + UV +...,""₹5,536"",4.2,""Electrical & StorageFiltration Capacity: 7 L/hr2-year unconditional warranty covers all filters, membranes & electrical part changes at zero service cost.Only every visit will charge Rs 300/-"",2,""₹16,500"",66% off,581 Ratings & 41 Reviews",,,,
"Kenstar Black Pureza. 8 L RO + UF + UV + Copper + Alkaline + Mineralizer Water Purifier Needs no servi...,""₹5,512"",4.1,""Electrical & StorageFiltration Capacity: 8 L/hr2-year unconditional warranty covers all filters, membranes & electrical part changes at zero service cost.Only every visit will charge Rs 300/-"",2,""₹16,500"",66% off,""30,816 Ratings & 2,829 Reviews""",,,,
"NATIVE By Urban Company M0 5 L RO + UV + Mineraliser Water Purifier 8-Stage Water Purifier | No Servic...,""₹12,499"",4.5,Electrical & Storage2 years unconditional warranty on all spare parts including filters & membranes at zero service cost,2,""₹18,999"",34% off,""10,672 Ratings & 1,014 Reviews""",,,,
"LIVPURE LIV-PEP-PRO-PLUS+ 7 L RO + UV + UF Water Purifier Suitable for all - Borewell, Tanker, Municip...,""₹6,999"",4.2,Electrical & StorageFiltration Capacity: 12 L/hr1 Year Manufacturer Warranty,2,""₹15,500"",54% off,""99,690 Ratings & 13,900 Reviews""",,,,
"Aquaguard Ritz Pro 2X Life, WiFi-enabled, Smart IoT, 9-Stage 6 L RO + UV + Copper Water Purifier Titan...,""₹14,999"",4.2,Electrical & StorageFiltration Capacity: 15 L/hr2 Years Warranty,2,""₹27,000"",44% off,""2,307 Ratings & 242 Reviews""",,,,
"NATIVE By Urban Company M2 | Needs no service for 2 years | 10-stage Purifier 8 L RO + UV + Minerals +...,""₹17,499"",4.5,Electrical & Storage2 year unconditional warranty on all spare parts including filters & membranes at zero service cost,2,""₹26,999"",35% off,""5,475 Ratings & 550 Reviews""",,,,
"Aquaguard Sure Delight Aquasaver ROUVUF2X 6 L RO + UV + UF Water Purifier 2-year filter life | With Me...,""₹12,499"",4.3,Electrical & StorageFiltration Capacity: 20 L/hr1 Year Manufacturer Domestic Warranty,2,""₹26,500"",52% off,""17,374 Ratings & 1,685 Reviews""",,,,
"Aquaguard Sure Delight UV+UF 2X 6 L UV + UF Water Purifier | 2 Year Filter Life | With Mega Sediment F...,""₹8,999"",3.9,Electrical & StorageFiltration Capacity: 24 L/hr1 Year Warranty on Product,2,""₹14,000"",35% off,286 Ratings & 19 Reviews",,,,
"Pureit Wave Prime 7 L RO + MF Water Purifier 6 Stage Filteration Upto 45% Water Recovery Wall Mountabl...,""₹6,999"",4.4,Electrical & Storage1 Year Warranty,2,""₹11,999"",41% off,""10,887 Ratings & 967 Reviews""",,,,
"KENT Marvel 8 L RO + UF + TDS Control + UV LED Water Purifier Advanced RO Tech for Sabse Shudh Paani 8...,""₹8,999"",4.4,Electrical & StorageFiltration Capacity: 20 L/hr1 Year Warranty Provided by the Manufacturer from Date of Purchase,2,""₹19,500"",53% off,""8,601 Ratings & 610 Reviews""",,,,
"Aqua Fresh Glam Edition 1 Years Warranty India 1st BIS (IS 16240 :2023) CM/L8100159306 8 L RO + UV + U...,""₹4,333"",4,Electrical & StorageFiltration Capacity: 8 L/hr1 Year Manufacturer Domestic Warranty on MOTOR and SMPS only & Service/Visit charges applicable,2,""₹16,500"",73% off,""1,21,129 Ratings & 13,092 Reviews""",,,,
"Aquaguard Ritz Pro 2X Life, WiFi-enabled, Smart IoT, 9-Stage, Stainless Steel Tank 5 L RO + UV + Coppe...,""₹17,499"",4.2,Electrical & StorageFiltration Capacity: 15 L/hr2 Years Warranty,2,""₹32,000"",45% off,""2,307 Ratings & 242 Reviews""",,,,
"LIVPURE Liv-Allura Premia 7 L RO + UV + UF + Copper Water Purifier |NO SERVICE COST FOR 2.5 YEARS |10 ...,""₹15,490"",4.2,""Electrical & StorageFiltration Capacity: 20 L/hr2.5-Years Unconditional Warranty- Including all filters, membranes & electrical part changes are covered at zero service cost."",2,""₹25,990"",40% off,""28,561 Ratings & 2,722 Reviews""",,,,
"MarQ by Flipkart Innopure Crux 15 L RO + UV + UF + Copper Water Purifier with Pre filter and BIS Certi...,""₹3,165"",3.9,Electrical & StorageFiltration Capacity: 12 L/hr1 Year Manufacturer Domestic Warranty on MOTOR and SMPS only & Service/Visit charges applicable,3,""₹16,500"",80% off,""4,220 Ratings & 525 Reviews""",,,,
"MarQ by Flipkart with Pre filter and BIS Certified 15 L RO + UV + UF + TDS Control + UV in Tank + Copp...,""₹3,268"",4.3,Electrical & StorageFiltration Capacity: 15 L/hr1 Year Manufacturer Domestic Warranty on MOTOR and SMPS only & Service/Visit charges applicable,3,""₹16,500"",80% off,418 Ratings & 29 Reviews",,,,
"NATIVE By Urban Company M1 Copper | Needs no service for 2 years | 10-stage Purifier 8 L RO + UV + Min...,""₹14,999"",4.5,Electrical & Storage2 year unconditional warranty on all spare parts including filters & membranes at zero service cost,3,""₹20,999"",28% off,""10,672 Ratings & 1,014 Reviews""",,,,
"LIVPURE LIV-ETERNA-PREMIA 7 L RO + UF + UV + Copper + Alkaline + Mineralizer Water Purifier | NO SERVI...,""₹11,999"",4.2,""Electrical & Storage2 Years Unconditional Warranty, Including all filters, membranes & electrical part changes covered at zero service cost."",3,""₹26,990"",55% off,""99,690 Ratings & 13,900 Reviews""",,,,
"KENT Ace Star - B//111109B ACE Star 8 L RO + UV + UF + Alkaline + Copper + TDS Control + UV LED Water ...,""₹15,299"",4.4,Electrical & Storage1 Year Warranty Provided by the Manufacturer from Date of Purchase,3,""₹25,500"",40% off,""1,169 Ratings & 84 Reviews""",,,,
"NATIVE By Urban Company M0 5 L RO + UV + Mineraliser Water Purifier 8-Stage Water Purifier | No Servic...,""₹12,499"",4.5,Electrical & Storage2 years unconditional warranty on all spare parts including filters & membranes at zero service cost,3,""₹18,999"",34% off,""10,672 Ratings & 1,014 Reviews""",,,,
"Kinsco Aqua Punch Pro ISI Mark 18 L RO + UF + UV + Copper + Alkaline + Mineralizer Water Purifier,""₹4,004"",4,""Electrical & StorageFiltration Capacity: 15 L/hrWarranty Warranty on Motor/Smps available from Manufacturer. But Installation amount will be paid by customer 600-700/- . If any problem during warranty period, then buyer will courier to Manufacturer or service centre address after that Manufacturer will replace MOTOR/SMPS (Manufacturer will courier parts and it will get delivered to customer's address within maximum 4-6 days (working days) and every visit will be chargeable after the installation. All service will be chargeable.For more info call 1800-212-6766 (Monday to Saturday) 10.00 a.m to 6.00 p.m."",3,""₹20,000"",79% off,367 Ratings & 49 Reviews",,,,
"V-Guard Zenora RO UV MF 7 L RO + UV + MF + Minerals Water Purifier | 1 Year True Unconditional Warrant...,""₹9,899"",4.3,""Electrical & StorageOur 1-year unconditional comprehensive warranty includes changes for all filters, the RO membrane, and electrical parts at zero service cost. It also includes three free external pre-filters (1 included in water purifier packaging, balance 2  pre-filters in 6th and 11th month), two free pre-emptive maintenance visits, free installation and re-installation, and unlimited repair visits within the first year of purchase."",3,""₹18,349"",46% off,""5,950 Ratings & 1,035 Reviews""",,,,
"Always Dellpure Zinc Copper 9 Stage Purification Water purifier With LED INDICATOR 12 L RO + UV + UF +...,""₹3,521"",4,Electrical & StorageFiltration Capacity: 14 L/hr1-year domestic warranty on All electronics part including Moter/Smps available from Manufacturer. But Installation amount will be paid by customer after the installation  All service will be chargeable. for claim warranty call 1800123168168 toll free .,3,""₹16,500"",78% off,""10,659 Ratings & 3,644 Reviews""",,,,
"NATIVE By Urban Company M2 Pro 8 L RO + UV + Minerals + Alkaline Water Purifier 10-Stage Smart Water P...,""₹18,999"",4.5,Electrical & StorageFiltration Capacity: 25 L/hr2 years unconditional warranty on all spare parts including filters & membranes at zero service cost,3,""₹26,999"",29% off,""5,475 Ratings & 550 Reviews""",,,,
"Aquaguard Enrich Nexen RO+UV 2X 6 L RO + UV + Copper Water Purifier | Active Copper Water Purifier | 2...,""₹15,999"",4.3,Electrical & StorageFiltration Capacity: 24 L/hr2 Year Manufacturer Warranty,3,""₹31,500"",49% off,""18,725 Ratings & 1,848 Reviews""",,,,
"HAVELLS Aquas Neo 7 L RO + UF Water Purifier,""₹8,899"",3.9,Electrical & StorageFiltration Capacity: 25 L/hr1 Year Manufacturer Domestic Warranty,3,""₹17,995"",50% off,56 Ratings & 2 Reviews",,,,
"Kenstar Black Pureza. 8 L RO + UF + UV + Copper + Alkaline + Mineralizer Water Purifier Needs no servi...,""₹5,512"",4.1,""Electrical & StorageFiltration Capacity: 8 L/hr2-year unconditional warranty covers all filters, membranes & electrical part changes at zero service cost.Only every visit will charge Rs 300/-"",3,""₹16,500"",66% off,""30,816 Ratings & 2,829 Reviews""",,,,
"NATIVE By Urban Company M2 | Needs no service for 2 years | 10-stage Purifier 8 L RO + UV + Minerals +...,""₹17,499"",4.5,Electrical & Storage2 year unconditional warranty on all spare parts including filters & membranes at zero service cost,3,""₹26,999"",35% off,""5,475 Ratings & 550 Reviews""",,,,
"Pureit Wave Plus 7 L RO + UV + Minerals Water Purifier 6 Stage Filteration Upto 45% Water Recovery Wal...,""₹8,099"",4.4,Electrical & Storage1 Year Warranty,3,""₹13,499"",40% off,""10,887 Ratings & 967 Reviews""",,,,
"AO Smith Z9 10 L RO + SCMT Water Purifier | Hot + Normal Water| Baby-Safe Water with 8 Stage Purificat...,""₹22,769"",4.2,Electrical & StorageFiltration Capacity: 15 L/hr1 Year Comprehensive Warranty & 1 Year RO Membrane Warranty if TDS is < 2000 ppm Hardness is < 400 ppm,3,""₹32,500"",29% off,""1,127 Ratings & 226 Reviews""",,,,
"Kenstar Pureza 8 L RO + UF + UV + Copper + Alkaline + Mineralizer Water Purifier Needs no service for ...,""₹5,504"",4.1,""Electrical & StorageFiltration Capacity: 4000 L/hr2-year unconditional warranty covers all filters, membranes & electrical part changes at zero service cost.Only every visit will charge Rs 300/-"",3,""₹16,500"",66% off,""30,816 Ratings & 2,829 Reviews""",,,,
"Aquaguard Ritz Pro 2X Life, WiFi-enabled, Smart IoT, 9-Stage, Stainless Steel Tank 5 L RO + UV + Coppe...,""₹17,499"",4.2,Electrical & StorageFiltration Capacity: 15 L/hr2 Years Warranty,3,""₹32,000"",45% off,""2,307 Ratings & 242 Reviews""",,,,
"Aquaguard Sure Delight Aquasaver ROUVUF2X 6 L RO + UV + UF Water Purifier 2-year filter life | With Me...,""₹12,499"",4.3,Electrical & StorageFiltration Capacity: 20 L/hr1 Year Manufacturer Domestic Warranty,3,""₹26,500"",52% off,""17,374 Ratings & 1,685 Reviews""",,,,
"LIVPURE Liv-Allura Premia 7 L RO + UV + UF + Copper Water Purifier |NO SERVICE COST FOR 2.5 YEARS |10 ...,""₹15,490"",4.2,""Electrical & StorageFiltration Capacity: 20 L/hr2.5-Years Unconditional Warranty- Including all filters, membranes & electrical part changes are covered at zero service cost."",3,""₹25,990"",40% off,""28,561 Ratings & 2,722 Reviews""",,,,
"LIVPURE Liv-Allura 7 L RO + UV + Copper Water Purifier |NO SERVICE COST FOR 2.5 YEARS | 8 STAGE ADVANC...,""₹13,990"",4.1,""Electrical & StorageFiltration Capacity: 20 L/hr2.5-Years Unconditional Warranty- Including all filters, membranes & electrical part changes are covered at zero service cost."",3,""₹23,490"",40% off,""1,367 Ratings & 138 Reviews""",,,,
"Always Aurotic 10 stage Instant Hot & normal with LED display & Pre filter & 10 L RO + UV + UF + TDS C...,""₹6,019"",3.9,""Electrical & StorageFiltration Capacity: 15 L/hrwarranty on Moter/Smps available from Manufacturer. But Installation amount will be paid by customer 500-700/- . If any problem during warranty period, then buyer will courier to Manufacturer or service center address after that Manufacturer will replace MOTER/SMPS (Manufacturer will courier parts and it will get delivered to customer's address within maximum 4-6 days (working days) and every visit will be chargeable after the installation (RS300/-) All service will be chargeable."",3,""₹21,500"",72% off,245 Ratings & 101 Reviews",,,,
"Royal Aquafresh Omega RAF Opel Copper 18 L RO + UV + UF + TDS Water Purifier with Prefilter,""₹3,370"",4,""Electrical & StorageFiltration Capacity: 10 L/hrWarranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation  Ã¢?Â¢ All service will chargeable."",3,""₹16,500"",79% off,""2,810 Ratings & 342 Reviews""",,,,
"Always PURE NATURAL UV Without RO 15 L UV + UF + Copper Water Purifier,""₹2,131"",3.7,Electrical & StorageFiltration Capacity: 90 L/hr2 year warranty,3,""₹9,999"",78% off,""2,317 Ratings & 755 Reviews""",,,,
"Pureit Max Water Saver 10 L RO + UV + MF Water Purifier,""₹10,999"",4.4,""Electrical & StorageFiltration Capacity: 24 L/hr1 year domestic warranty on all parts excluding consumables & Germ Kill Kit. Any technician visits, if required, will be charged to the consumer."",4,""₹22,500"",51% off,""14,113 Ratings & 1,746 Reviews""",,,,
"Pureit Vital 6 L RO + UV + Minerals Water Purifier Suitable for all - Borewell, Tanker, Municipality W...,""₹10,499"",4.4,""Electrical & StorageFiltration Capacity: 24 L/hr1 year domestic warranty on all parts excluding consumables & Germ Kill Kit. Any technician visits, if required, will be charged to the consumer."",4,""₹19,999"",47% off,""14,113 Ratings & 1,746 Reviews""",,,,
"HAVELLS Gracia Alkaline Fab 6.5 L RO + UV + Alkaline Water Purifier Suitable for all - Borewell, Tanke...,""₹18,799"",4.2,Electrical & Storage1 Year Warranty,4,""₹37,000"",49% off,""3,878 Ratings & 433 Reviews""",,,,
"KENT GRAND STAR Water Purifier with Digital Display 9 L RO + UV + UF + TDS Control + UV in Tank Water ...,""₹19,999"",4.3,Electrical & Storage1 Year Warranty + 3 Years Extended service,4,""₹28,000"",28% off,974 Ratings & 87 Reviews",,,,
"NATIVE By Urban Company M1 Copper | Needs no service for 2 years | 10-stage Purifier 8 L RO + UV + Min...,""₹14,999"",4.5,Electrical & Storage2 year unconditional warranty on all spare parts including filters & membranes at zero service cost,4,""₹20,999"",28% off,""10,672 Ratings & 1,014 Reviews""",,,,
"LIVPURE LIV-ETERNA-PREMIA 7 L RO + UF + UV + Copper + Alkaline + Mineralizer Water Purifier | NO SERVI...,""₹11,999"",4.2,""Electrical & Storage2 Years Unconditional Warranty, Including all filters, membranes & electrical part changes covered at zero service cost."",4,""₹26,990"",55% off,""99,690 Ratings & 13,900 Reviews""",,,,
"V-Guard Rejive 6.5 L RO + UF + Minerals + Alkaline Water Purifier,""₹18,349"",4.2,""Electrical & StorageFiltration Capacity: 15 L/hrOur 1-year unconditional comprehensive warranty includes changes for all filters, the RO membrane, and electrical parts at zero service cost. It also includes three free external pre-filters (1 included in water purifier packaging, balance 2  pre-filters in 6th and 11th month), two free pre-emptive maintenance visits, free installation and re-installation, and unlimited repair visits within the first year of purchase."",4,,,""3,372 Ratings & 585 Reviews""",,,,
"Kenstar Ecopure 7 L RO + UF + UV + Copper + Alkaline Water Purifier Kenstar Ecopure 7 L RO + UF + UV +...,""₹5,570"",4.2,""Electrical & StorageFiltration Capacity: 7 L/hr2-year unconditional warranty covers all filters, membranes & electrical part changes at zero service cost.Only every visit will charge Rs 300/-"",4,""₹16,500"",66% off,581 Ratings & 41 Reviews",,,,
"Always Dellpure Zinc Copper 9 Stage Purification Water purifier With LED INDICATOR 12 L RO + UV + UF +...,""₹3,521"",4,Electrical & StorageFiltration Capacity: 14 L/hr1-year domestic warranty on All electronics part including Moter/Smps available from Manufacturer. But Installation amount will be paid by customer after the installation  All service will be chargeable. for claim warranty call 1800123168168 toll free .,4,""₹16,500"",78% off,""10,659 Ratings & 3,644 Reviews""",,,,
"NATIVE By Urban Company M2 Pro 8 L RO + UV + Minerals + Alkaline Water Purifier 10-Stage Smart Water P...,""₹18,999"",4.5,Electrical & StorageFiltration Capacity: 25 L/hr2 years unconditional warranty on all spare parts including filters & membranes at zero service cost,4,""₹26,999"",29% off,""5,475 Ratings & 550 Reviews""",,,,
